,time,time_delta,day,year,month
7885,2022-07-17 22:10:25.028000+00:00,0 days 00:02:32.080000,198,2022,7
7884,2022-07-18 13:47:31.534000+00:00,0 days 15:37:06.506000,199,2022,7
7883,2022-07-18 13:55:35.310000+00:00,0 days 00:08:03.776000,199,2022,7
7882,2022-07-18 13:57:41.637000+00:00,0 days 00:02:06.327000,199,2022,7
7881,2022-07-18 14:00:05.033000+00:00,0 days 00:02:23.396000,199,2022,7
7880,2022-07-18 14:13:40.378000+00:00,0 days 00:13:35.345000,199,2022,7
7879,2022-07-18 14:21:36.832000+00:00,0 days 00:07:56.454000,199,2022,7
7878,2022-07-18 15:55:58.711000+00:00,0 days 01:34:21.879000,199,2022,7
7877,2022-07-18 16:00:51.387000+00:00,0 days 00:04:52.676000,199,2022,7
7876,2022-07-18 16:03:29.061000+00:00,0 days 00:02:37.674000,199,2022,7
7875,2022-07-18 16:12:18.390000+00:00,0 days 00:08:49.329000,199,2022,7
7874,2022-07-18 16:49:20.483000+00:00,0 days 00:37:02.093000,199,2022,7
7873,2022-07-18 16:59:52.988000+00:00,0 days 00:10:32.505000,199,2022,7
7872,2022-07-18 17:10:13.022000+00:00,0 days 00:10:20.034000,199,2022,7
7871,2022-07-18 17:11:40.469000+00:00,0 days 00:01:27.447000,199,2022,7
7870,2022-07-18 21:27:35.311000+00:00,0 days 04:15:54.842000,199,2022,7
7869,2022-07-18 21:29:30.628000+00:00,0 days 00:01:55.317000,199,2022,7
7868,2022-07-18 21:34:33.922000+00:00,0 days 00:05:03.294000,199,2022,7
7867,2022-07-18 21:35:35.169000+00:00,0 days 00:01:01.247000,199,2022,7
7866,2022-07-19 20:07:32.919000+00:00,0 days 22:31:57.750000,200,2022,7
7865,2022-07-19 20:56:17.748000+00:00,0 days 00:48:44.829000,200,2022,7
7864,2022-07-19 21:32:28.564000+00:00,0 days 00:36:10.816000,200,2022,7
7863,2022-07-19 21:37:49.562000+00:00,0 days 00:05:20.998000,200,2022,7
7862,2022-07-19 21:58:42.145000+00:00,0 days 00:20:52.583000,200,2022,7
7861,2022-07-19 22:01:38.504000+00:00,0 days 00:02:56.359000,200,2022,7
7860,2022-07-19 22:05:15.832000+00:00,0 days 00:03:37.328000,200,2022,7
7859,2022-07-19 22:11:55.145000+00:00,0 days 00:06:39.313000,200,2022,7
7858,2022-07-20 07:03:34.430000+00:00,0 days 08:51:39.285000,201,2022,7
7857,2022-07-20 07:06:31.113000+00:00,0 days 00:02:56.683000,201,2022,7
7856,2022-07-20 07:06:58.647000+00:00,0 days 00:00:27.534000,201,2022,7
7855,2022-07-20 07:10:52.550000+00:00,0 days 00:03:53.903000,201,2022,7
7854,2022-07-20 07:18:03.807000+00:00,0 days 00:07:11.257000,201,2022,7
7853,2022-07-20 07:45:50.312000+00:00,0 days 00:27:46.505000,201,2022,7
7852,2022-07-20 08:26:13.167000+00:00,0 days 00:40:22.855000,201,2022,7
7851,2022-07-20 08:34:47.823000+00:00,0 days 00:08:34.656000,201,2022,7
7850,2022-07-20 10:21:10.226000+00:00,0 days 01:46:22.403000,201,2022,7
7849,2022-07-20 10:23:02.303000+00:00,0 days 00:01:52.077000,201,2022,7
7848,2022-07-20 10:24:21.241000+00:00,0 days 00:01:18.938000,201,2022,7
7847,2022-07-20 10:27:07.582000+00:00,0 days 00:02:46.341000,201,2022,7
7846,2022-07-20 10:29:30.714000+00:00,0 days 00:02:23.132000,201,2022,7
7845,2022-07-20 14:21:10.230000+00:00,0 days 03:51:39.516000,201,2022,7
7844,2022-07-20 14:22:09.292000+00:00,0 days 00:00:59.062000,201,2022,7
7843,2022-07-20 14:24:07.893000+00:00,0 days 00:01:58.601000,201,2022,7
7842,2022-07-20 14:25:11.119000+00:00,0 days 00:01:03.226000,201,2022,7
7841,2022-07-20 14:29:42.892000+00:00,0 days 00:04:31.773000,201,2022,7
7840,2022-07-20 20:15:06.778000+00:00,0 days 05:45:23.886000,201,2022,7
7839,2022-07-20 20:15:40.952000+00:00,0 days 00:00:34.174000,201,2022,7
7838,2022-07-20 20:16:14.939000+00:00,0 days 00:00:33.987000,201,2022,7
7837,2022-07-20 20:41:30.425000+00:00,0 days 00:25:15.486000,201,2022,7
7836,2022-07-20 20:59:32.785000+00:00,0 days 00:18:02.360000,201,2022,7
7835,2022-07-21 10:11:05.806000+00:00,0 days 13:11:33.021000,202,2022,7
7834,2022-07-21 10:15:26.169000+00:00,0 days 00:04:20.363000,202,2022,7
7833,2022-07-21 10:16:48.412000+00:00,0 days 00:01:22.243000,202,2022,7
7832,2022-07-21 10:17:55.843000+00:00,0 days 00:01:07.431000,202,2022,7
7831,2022-07-21 13:28:23.230000+00:00,0 days 03:10:27.387000,202,2022,7
7830,2022-07-21 13:29:49.807000+00:00,0 days 00:01:26.577000,202,2022,7
7829,2022-07-21 13:39:29.127000+00:00,0 days 00:09:39.320000,202,2022,7
7828,2022-07-21 13:43:31.530000+00:00,0 days 00:04:02.403000,202,2022,7
7827,2022-07-21 13:45:32.057000+00:00,0 days 00:02:00.527000,202,2022,7
7826,2022-07-21 13:50:40.562000+00:00,0 days 00:05:08.505000,202,2022,7
7825,2022-07-21 15:36:26.925000+00:00,0 days 01:45:46.363000,202,2022,7
7824,2022-07-21 16:07:20.928000+00:00,0 days 00:30:54.003000,202,2022,7
7823,2022-07-21 16:08:30.847000+00:00,0 days 00:01:09.919000,202,2022,7
7822,2022-07-21 16:09:25.985000+00:00,0 days 00:00:55.138000,202,2022,7
7821,2022-07-21 16:10:26.916000+00:00,0 days 00:01:00.931000,202,2022,7
7820,2022-07-21 16:12:37.267000+00:00,0 days 00:02:10.351000,202,2022,7
7819,2022-07-21 16:14:08.765000+00:00,0 days 00:01:31.498000,202,2022,7
7818,2022-07-21 16:15:02.216000+00:00,0 days 00:00:53.451000,202,2022,7
7817,2022-07-21 17:43:22.160000+00:00,0 days 01:28:19.944000,202,2022,7
7816,2022-07-21 17:44:08.342000+00:00,0 days 00:00:46.182000,202,2022,7
7815,2022-07-21 17:45:39.456000+00:00,0 days 00:01:31.114000,202,2022,7
7814,2022-07-21 20:59:10.259000+00:00,0 days 03:13:30.803000,202,2022,7
7813,2022-07-22 09:31:25.325000+00:00,0 days 12:32:15.066000,203,2022,7
7812,2022-07-22 09:35:13.442000+00:00,0 days 00:03:48.117000,203,2022,7
7811,2022-07-22 09:48:49.783000+00:00,0 days 00:13:36.341000,203,2022,7
7810,2022-07-22 09:53:17.489000+00:00,0 days 00:04:27.706000,203,2022,7
7809,2022-07-22 09:54:42.447000+00:00,0 days 00:01:24.958000,203,2022,7
7808,2022-07-22 09:59:15.391000+00:00,0 days 00:04:32.944000,203,2022,7
7807,2022-07-22 10:08:57.325000+00:00,0 days 00:09:41.934000,203,2022,7
7806,2022-07-22 10:10:36.284000+00:00,0 days 00:01:38.959000,203,2022,7
7805,2022-07-22 10:14:58.192000+00:00,0 days 00:04:21.908000,203,2022,7
7804,2022-07-22 14:21:15.206000+00:00,0 days 04:06:17.014000,203,2022,7
7803,2022-07-22 14:28:27.533000+00:00,0 days 00:07:12.327000,203,2022,7
7802,2022-07-22 14:41:36.064000+00:00,0 days 00:13:08.531000,203,2022,7
7801,2022-07-22 14:43:04.938000+00:00,0 days 00:01:28.874000,203,2022,7
7800,2022-07-22 14:56:43.254000+00:00,0 days 00:13:38.316000,203,2022,7
7799,2022-07-22 16:00:48.283000+00:00,0 days 01:04:05.029000,203,2022,7
7798,2022-07-22 16:05:26.663000+00:00,0 days 00:04:38.380000,203,2022,7
7797,2022-07-22 16:07:38.211000+00:00,0 days 00:02:11.548000,203,2022,7
7796,2022-07-22 16:13:06.677000+00:00,0 days 00:05:28.466000,203,2022,7
7795,2022-07-22 16:14:18.026000+00:00,0 days 00:01:11.349000,203,2022,7
7794,2022-07-22 16:17:42.483000+00:00,0 days 00:03:24.457000,203,2022,7
7793,2022-07-22 16:22:55.344000+00:00,0 days 00:05:12.861000,203,2022,7
7792,2022-07-22 16:23:57.045000+00:00,0 days 00:01:01.701000,203,2022,7
7791,2022-07-22 17:29:03.381000+00:00,0 days 01:05:06.336000,203,2022,7
7790,2022-07-22 17:29:16.212000+00:00,0 days 00:00:12.831000,203,2022,7
7789,2022-07-22 17:32:33.175000+00:00,0 days 00:03:16.963000,203,2022,7
7788,2022-07-23 09:43:36.167000+00:00,0 days 16:11:02.992000,204,2022,7
7787,2022-07-23 10:14:58.191000+00:00,0 days 00:31:22.024000,204,2022,7
7786,2022-07-23 10:24:28.981000+00:00,0 days 00:09:30.790000,204,2022,7
7785,2022-07-23 10:25:54.621000+00:00,0 days 00:01:25.640000,204,2022,7
7784,2022-07-23 10:33:08.704000+00:00,0 days 00:07:14.083000,204,2022,7
7783,2022-07-23 10:34:41.786000+00:00,0 days 00:01:33.082000,204,2022,7
7782,2022-07-23 10:36:39.811000+00:00,0 days 00:01:58.025000,204,2022,7
7781,2022-07-23 10:50:08.750000+00:00,0 days 00:13:28.939000,204,2022,7
7780,2022-07-23 12:04:39.248000+00:00,0 days 01:14:30.498000,204,2022,7
7779,2022-07-23 12:16:08.998000+00:00,0 days 00:11:29.750000,204,2022,7
7778,2022-07-23 12:17:10.853000+00:00,0 days 00:01:01.855000,204,2022,7
7777,2022-07-23 12:18:51.709000+00:00,0 days 00:01:40.856000,204,2022,7
7776,2022-07-23 13:35:09.093000+00:00,0 days 01:16:17.384000,204,2022,7
7775,2022-07-23 13:36:33.843000+00:00,0 days 00:01:24.750000,204,2022,7
7774,2022-07-23 13:39:18.681000+00:00,0 days 00:02:44.838000,204,2022,7
7773,2022-07-23 13:42:40.701000+00:00,0 days 00:03:22.020000,204,2022,7
7772,2022-07-23 13:45:50.582000+00:00,0 days 00:03:09.881000,204,2022,7
7771,2022-07-23 13:46:32.875000+00:00,0 days 00:00:42.293000,204,2022,7
7770,2022-07-23 13:49:50.710000+00:00,0 days 00:03:17.835000,204,2022,7
7769,2022-07-23 13:54:36.918000+00:00,0 days 00:04:46.208000,204,2022,7
7768,2022-07-23 13:59:15.846000+00:00,0 days 00:04:38.928000,204,2022,7
7767,2022-07-23 14:38:33.398000+00:00,0 days 00:39:17.552000,204,2022,7
7766,2022-07-23 14:39:50.524000+00:00,0 days 00:01:17.126000,204,2022,7
7765,2022-07-23 14:43:08.605000+00:00,0 days 00:03:18.081000,204,2022,7
7764,2022-07-23 14:50:00.959000+00:00,0 days 00:06:52.354000,204,2022,7
7763,2022-07-23 14:50:58.362000+00:00,0 days 00:00:57.403000,204,2022,7
7762,2022-07-23 14:58:57.395000+00:00,0 days 00:07:59.033000,204,2022,7
7761,2022-07-24 07:31:34.073000+00:00,0 days 16:32:36.678000,205,2022,7
7760,2022-07-24 13:45:34.863000+00:00,0 days 06:14:00.790000,205,2022,7
7759,2022-07-24 14:34:21.934000+00:00,0 days 00:48:47.071000,205,2022,7
7758,2022-07-24 15:34:36.978000+00:00,0 days 01:00:15.044000,205,2022,7
7757,2022-07-24 15:37:23.740000+00:00,0 days 00:02:46.762000,205,2022,7
7756,2022-07-24 20:49:16.339000+00:00,0 days 05:11:52.599000,205,2022,7
7755,2022-07-24 20:52:50.920000+00:00,0 days 00:03:34.581000,205,2022,7
7754,2022-07-25 11:03:08.312000+00:00,0 days 14:10:17.392000,206,2022,7
7753,2022-07-25 11:04:31.752000+00:00,0 days 00:01:23.440000,206,2022,7
7752,2022-07-25 11:10:48.899000+00:00,0 days 00:06:17.147000,206,2022,7
7751,2022-07-25 11:12:28.856000+00:00,0 days 00:01:39.957000,206,2022,7
7750,2022-07-25 16:29:01.146000+00:00,0 days 05:16:32.290000,206,2022,7
7749,2022-07-25 16:31:30.689000+00:00,0 days 00:02:29.543000,206,2022,7
7748,2022-07-25 16:34:53.587000+00:00,0 days 00:03:22.898000,206,2022,7
7747,2022-07-25 17:58:48.913000+00:00,0 days 01:23:55.326000,206,2022,7
7746,2022-07-26 06:56:52.524000+00:00,0 days 12:58:03.611000,207,2022,7
7745,2022-07-26 06:57:59.159000+00:00,0 days 00:01:06.635000,207,2022,7
7744,2022-07-26 06:58:21.056000+00:00,0 days 00:00:21.897000,207,2022,7
7743,2022-07-26 06:59:36.826000+00:00,0 days 00:01:15.770000,207,2022,7
7742,2022-07-26 07:00:32.422000+00:00,0 days 00:00:55.596000,207,2022,7
7741,2022-07-26 07:18:00.527000+00:00,0 days 00:17:28.105000,207,2022,7
7740,2022-07-26 07:18:58.465000+00:00,0 days 00:00:57.938000,207,2022,7
7739,2022-07-26 07:20:19.107000+00:00,0 days 00:01:20.642000,207,2022,7
7738,2022-07-26 07:22:07.830000+00:00,0 days 00:01:48.723000,207,2022,7
7737,2022-07-26 07:23:43.578000+00:00,0 days 00:01:35.748000,207,2022,7
7736,2022-07-26 07:25:53.980000+00:00,0 days 00:02:10.402000,207,2022,7
7735,2022-07-26 07:29:43.123000+00:00,0 days 00:03:49.143000,207,2022,7
7734,2022-07-26 07:31:54.478000+00:00,0 days 00:02:11.355000,207,2022,7
7733,2022-07-26 09:40:52.757000+00:00,0 days 02:08:58.279000,207,2022,7
7732,2022-07-26 09:42:30.113000+00:00,0 days 00:01:37.356000,207,2022,7
7731,2022-07-26 09:45:43.240000+00:00,0 days 00:03:13.127000,207,2022,7
7730,2022-07-26 09:46:57.668000+00:00,0 days 00:01:14.428000,207,2022,7
7729,2022-07-26 10:46:01.006000+00:00,0 days 00:59:03.338000,207,2022,7
7728,2022-07-26 11:07:23.457000+00:00,0 days 00:21:22.451000,207,2022,7
7727,2022-07-26 11:10:32.935000+00:00,0 days 00:03:09.478000,207,2022,7
7726,2022-07-26 11:13:02.235000+00:00,0 days 00:02:29.300000,207,2022,7
7725,2022-07-26 11:23:13.868000+00:00,0 days 00:10:11.633000,207,2022,7
7724,2022-07-26 11:24:47.929000+00:00,0 days 00:01:34.061000,207,2022,7
7723,2022-07-26 11:57:30.444000+00:00,0 days 00:32:42.515000,207,2022,7
7722,2022-07-26 12:03:03.782000+00:00,0 days 00:05:33.338000,207,2022,7
7721,2022-07-26 12:29:52.571000+00:00,0 days 00:26:48.789000,207,2022,7
7720,2022-07-26 12:32:10.714000+00:00,0 days 00:02:18.143000,207,2022,7
7719,2022-07-26 12:40:32.205000+00:00,0 days 00:08:21.491000,207,2022,7
7718,2022-07-26 13:24:33.820000+00:00,0 days 00:44:01.615000,207,2022,7
7717,2022-07-26 13:25:20.524000+00:00,0 days 00:00:46.704000,207,2022,7
7716,2022-07-26 13:28:46.607000+00:00,0 days 00:03:26.083000,207,2022,7
7715,2022-07-26 14:54:41.487000+00:00,0 days 01:25:54.880000,207,2022,7
7714,2022-07-26 14:59:03.034000+00:00,0 days 00:04:21.547000,207,2022,7
7713,2022-07-26 15:41:02.533000+00:00,0 days 00:41:59.499000,207,2022,7
7712,2022-07-26 15:42:14.561000+00:00,0 days 00:01:12.028000,207,2022,7
7711,2022-07-26 15:46:03.737000+00:00,0 days 00:03:49.176000,207,2022,7
7710,2022-07-26 18:08:51.941000+00:00,0 days 02:22:48.204000,207,2022,7
7709,2022-07-26 18:11:09.869000+00:00,0 days 00:02:17.928000,207,2022,7
7708,2022-07-26 20:38:38.291000+00:00,0 days 02:27:28.422000,207,2022,7
7707,2022-07-26 20:45:03.288000+00:00,0 days 00:06:24.997000,207,2022,7
7706,2022-07-26 20:48:32.323000+00:00,0 days 00:03:29.035000,207,2022,7
7705,2022-07-27 08:41:42.049000+00:00,0 days 11:53:09.726000,208,2022,7
7704,2022-07-27 09:05:28.375000+00:00,0 days 00:23:46.326000,208,2022,7
7703,2022-07-27 09:05:59.701000+00:00,0 days 00:00:31.326000,208,2022,7
7702,2022-07-27 09:10:10.585000+00:00,0 days 00:04:10.884000,208,2022,7
7701,2022-07-27 09:10:37.621000+00:00,0 days 00:00:27.036000,208,2022,7
7700,2022-07-27 09:11:25.630000+00:00,0 days 00:00:48.009000,208,2022,7
7699,2022-07-27 09:12:34.719000+00:00,0 days 00:01:09.089000,208,2022,7
7698,2022-07-27 11:56:25.528000+00:00,0 days 02:43:50.809000,208,2022,7
7697,2022-07-27 12:01:23.828000+00:00,0 days 00:04:58.300000,208,2022,7
7696,2022-07-27 13:39:29.989000+00:00,0 days 01:38:06.161000,208,2022,7
7695,2022-07-27 13:53:22.766000+00:00,0 days 00:13:52.777000,208,2022,7
7694,2022-07-27 16:16:33.888000+00:00,0 days 02:23:11.122000,208,2022,7
7693,2022-07-27 16:18:44.751000+00:00,0 days 00:02:10.863000,208,2022,7
7692,2022-07-27 18:13:01.047000+00:00,0 days 01:54:16.296000,208,2022,7
7691,2022-07-27 18:15:30.435000+00:00,0 days 00:02:29.388000,208,2022,7
7690,2022-07-27 18:16:49.776000+00:00,0 days 00:01:19.341000,208,2022,7
7689,2022-07-27 18:18:02.941000+00:00,0 days 00:01:13.165000,208,2022,7
7688,2022-07-28 12:43:03.773000+00:00,0 days 18:25:00.832000,209,2022,7
7687,2022-07-28 12:45:08.350000+00:00,0 days 00:02:04.577000,209,2022,7
7686,2022-07-28 12:46:25.476000+00:00,0 days 00:01:17.126000,209,2022,7
7685,2022-07-28 12:47:04.357000+00:00,0 days 00:00:38.881000,209,2022,7
7684,2022-07-28 12:48:17.409000+00:00,0 days 00:01:13.052000,209,2022,7
7683,2022-07-28 12:49:38.130000+00:00,0 days 00:01:20.721000,209,2022,7
7682,2022-07-28 12:50:34.867000+00:00,0 days 00:00:56.737000,209,2022,7
7681,2022-07-28 12:51:41.273000+00:00,0 days 00:01:06.406000,209,2022,7
7680,2022-07-28 12:52:50.843000+00:00,0 days 00:01:09.570000,209,2022,7
7679,2022-07-28 12:54:04.593000+00:00,0 days 00:01:13.750000,209,2022,7
7678,2022-07-29 08:16:16.591000+00:00,0 days 19:22:11.998000,210,2022,7
7677,2022-07-29 08:24:03.701000+00:00,0 days 00:07:47.110000,210,2022,7
7676,2022-07-29 09:33:20.582000+00:00,0 days 01:09:16.881000,210,2022,7
7675,2022-07-29 09:35:12.805000+00:00,0 days 00:01:52.223000,210,2022,7
7674,2022-07-29 09:36:00.764000+00:00,0 days 00:00:47.959000,210,2022,7
7673,2022-07-29 09:38:39.044000+00:00,0 days 00:02:38.280000,210,2022,7
7672,2022-07-29 09:39:42.706000+00:00,0 days 00:01:03.662000,210,2022,7
7671,2022-07-29 09:40:50.083000+00:00,0 days 00:01:07.377000,210,2022,7
7670,2022-07-29 09:42:03.062000+00:00,0 days 00:01:12.979000,210,2022,7
7669,2022-07-29 09:44:04.319000+00:00,0 days 00:02:01.257000,210,2022,7
7668,2022-07-29 10:05:05.717000+00:00,0 days 00:21:01.398000,210,2022,7
7667,2022-07-29 10:53:51.788000+00:00,0 days 00:48:46.071000,210,2022,7
7666,2022-07-29 13:04:22.222000+00:00,0 days 02:10:30.434000,210,2022,7
7665,2022-07-29 13:05:24.768000+00:00,0 days 00:01:02.546000,210,2022,7
7664,2022-07-29 13:16:20.101000+00:00,0 days 00:10:55.333000,210,2022,7
7663,2022-07-29 14:09:36.655000+00:00,0 days 00:53:16.554000,210,2022,7
7662,2022-07-29 14:10:42.610000+00:00,0 days 00:01:05.955000,210,2022,7
7661,2022-07-29 14:11:36.262000+00:00,0 days 00:00:53.652000,210,2022,7
7660,2022-07-29 14:15:00.104000+00:00,0 days 00:03:23.842000,210,2022,7
7659,2022-07-29 14:15:24.362000+00:00,0 days 00:00:24.258000,210,2022,7
7658,2022-07-29 14:23:41.481000+00:00,0 days 00:08:17.119000,210,2022,7
7657,2022-07-29 16:20:05.469000+00:00,0 days 01:56:23.988000,210,2022,7
7656,2022-07-29 16:36:52.327000+00:00,0 days 00:16:46.858000,210,2022,7
7655,2022-07-29 18:56:09.295000+00:00,0 days 02:19:16.968000,210,2022,7
7654,2022-07-29 18:57:23.399000+00:00,0 days 00:01:14.104000,210,2022,7
7653,2022-07-29 19:03:56.986000+00:00,0 days 00:06:33.587000,210,2022,7
7652,2022-07-29 19:05:04.682000+00:00,0 days 00:01:07.696000,210,2022,7
7651,2022-07-29 22:52:16.716000+00:00,0 days 03:47:12.034000,210,2022,7
7650,2022-07-29 22:54:24.074000+00:00,0 days 00:02:07.358000,210,2022,7
7649,2022-07-29 23:02:02.412000+00:00,0 days 00:07:38.338000,210,2022,7
7648,2022-07-29 23:04:22.129000+00:00,0 days 00:02:19.717000,210,2022,7
7647,2022-07-29 23:08:26.609000+00:00,0 days 00:04:04.480000,210,2022,7
7646,2022-07-30 08:13:26.256000+00:00,0 days 09:04:59.647000,211,2022,7
7645,2022-07-30 08:27:31.354000+00:00,0 days 00:14:05.098000,211,2022,7
7644,2022-07-30 08:28:13.207000+00:00,0 days 00:00:41.853000,211,2022,7
7643,2022-07-30 08:32:48.522000+00:00,0 days 00:04:35.315000,211,2022,7
7642,2022-07-30 08:53:05.202000+00:00,0 days 00:20:16.680000,211,2022,7
7641,2022-07-30 08:53:12.484000+00:00,0 days 00:00:07.282000,211,2022,7
7640,2022-07-30 12:03:59.348000+00:00,0 days 03:10:46.864000,211,2022,7
7639,2022-07-30 14:15:50.797000+00:00,0 days 02:11:51.449000,211,2022,7
7638,2022-07-30 21:53:17.130000+00:00,0 days 07:37:26.333000,211,2022,7
7637,2022-07-30 21:53:49.898000+00:00,0 days 00:00:32.768000,211,2022,7
7636,2022-07-31 10:45:57.704000+00:00,0 days 12:52:07.806000,212,2022,7
7635,2022-07-31 10:46:58.395000+00:00,0 days 00:01:00.691000,212,2022,7
7634,2022-07-31 10:49:22.583000+00:00,0 days 00:02:24.188000,212,2022,7
7633,2022-07-31 10:49:56.520000+00:00,0 days 00:00:33.937000,212,2022,7
7632,2022-07-31 10:54:28.830000+00:00,0 days 00:04:32.310000,212,2022,7
7631,2022-07-31 12:47:36.492000+00:00,0 days 01:53:07.662000,212,2022,7
7630,2022-07-31 15:34:07.169000+00:00,0 days 02:46:30.677000,212,2022,7
7629,2022-07-31 15:46:05.428000+00:00,0 days 00:11:58.259000,212,2022,7
7628,2022-07-31 15:58:38.453000+00:00,0 days 00:12:33.025000,212,2022,7
7627,2022-07-31 16:01:34.958000+00:00,0 days 00:02:56.505000,212,2022,7
7626,2022-07-31 16:08:50.227000+00:00,0 days 00:07:15.269000,212,2022,7
7625,2022-07-31 16:10:41.873000+00:00,0 days 00:01:51.646000,212,2022,7
7624,2022-07-31 16:18:56.201000+00:00,0 days 00:08:14.328000,212,2022,7
7623,2022-07-31 16:21:10.285000+00:00,0 days 00:02:14.084000,212,2022,7
7622,2022-07-31 17:09:16.713000+00:00,0 days 00:48:06.428000,212,2022,7
7621,2022-07-31 17:12:14.476000+00:00,0 days 00:02:57.763000,212,2022,7
7620,2022-07-31 17:42:42.115000+00:00,0 days 00:30:27.639000,212,2022,7
7619,2022-07-31 17:44:23.365000+00:00,0 days 00:01:41.250000,212,2022,7
7618,2022-07-31 20:03:45.536000+00:00,0 days 02:19:22.171000,212,2022,7
7617,2022-07-31 20:13:10.092000+00:00,0 days 00:09:24.556000,212,2022,7
7616,2022-07-31 20:19:05.907000+00:00,0 days 00:05:55.815000,212,2022,7
7615,2022-07-31 20:35:32.980000+00:00,0 days 00:16:27.073000,212,2022,7
7614,2022-07-31 20:38:24.352000+00:00,0 days 00:02:51.372000,212,2022,7
7613,2022-07-31 20:50:58.123000+00:00,0 days 00:12:33.771000,212,2022,7
7612,2022-07-31 20:52:07.738000+00:00,0 days 00:01:09.615000,212,2022,7
7611,2022-08-01 17:48:12.157000+00:00,0 days 20:56:04.419000,213,2022,8
7610,2022-08-01 17:50:59.785000+00:00,0 days 00:02:47.628000,213,2022,8
7609,2022-08-01 17:55:12.561000+00:00,0 days 00:04:12.776000,213,2022,8
7608,2022-08-01 17:56:18.248000+00:00,0 days 00:01:05.687000,213,2022,8
7607,2022-08-01 18:08:26.909000+00:00,0 days 00:12:08.661000,213,2022,8
7606,2022-08-01 18:08:31.063000+00:00,0 days 00:00:04.154000,213,2022,8
7605,2022-08-01 20:54:33.655000+00:00,0 days 02:46:02.592000,213,2022,8
7604,2022-08-02 08:08:41.060000+00:00,0 days 11:14:07.405000,214,2022,8
7603,2022-08-02 08:12:01.010000+00:00,0 days 00:03:19.950000,214,2022,8
7602,2022-08-02 08:12:44.295000+00:00,0 days 00:00:43.285000,214,2022,8
7601,2022-08-02 08:16:59.405000+00:00,0 days 00:04:15.110000,214,2022,8
7600,2022-08-02 08:18:40.545000+00:00,0 days 00:01:41.140000,214,2022,8
7599,2022-08-02 08:29:35.074000+00:00,0 days 00:10:54.529000,214,2022,8
7598,2022-08-02 08:30:40.971000+00:00,0 days 00:01:05.897000,214,2022,8
7597,2022-08-02 08:31:55.852000+00:00,0 days 00:01:14.881000,214,2022,8
7596,2022-08-02 08:33:38.428000+00:00,0 days 00:01:42.576000,214,2022,8
7595,2022-08-02 08:53:05.848000+00:00,0 days 00:19:27.420000,214,2022,8
7594,2022-08-02 08:57:53.711000+00:00,0 days 00:04:47.863000,214,2022,8
7593,2022-08-02 11:16:24.279000+00:00,0 days 02:18:30.568000,214,2022,8
7592,2022-08-02 11:17:38.197000+00:00,0 days 00:01:13.918000,214,2022,8
7591,2022-08-02 11:19:00.112000+00:00,0 days 00:01:21.915000,214,2022,8
7590,2022-08-02 11:22:07.069000+00:00,0 days 00:03:06.957000,214,2022,8
7589,2022-08-02 11:23:35.861000+00:00,0 days 00:01:28.792000,214,2022,8
7588,2022-08-02 14:53:29.223000+00:00,0 days 03:29:53.362000,214,2022,8
7587,2022-08-02 15:00:49.236000+00:00,0 days 00:07:20.013000,214,2022,8
7586,2022-08-02 16:28:02.748000+00:00,0 days 01:27:13.512000,214,2022,8
7585,2022-08-02 16:42:21.341000+00:00,0 days 00:14:18.593000,214,2022,8
7584,2022-08-02 17:09:58.509000+00:00,0 days 00:27:37.168000,214,2022,8
7583,2022-08-02 17:11:36.255000+00:00,0 days 00:01:37.746000,214,2022,8
7582,2022-08-02 17:13:56.461000+00:00,0 days 00:02:20.206000,214,2022,8
7581,2022-08-02 21:16:39.069000+00:00,0 days 04:02:42.608000,214,2022,8
7580,2022-08-02 21:17:20.626000+00:00,0 days 00:00:41.557000,214,2022,8
7579,2022-08-02 21:20:44.421000+00:00,0 days 00:03:23.795000,214,2022,8
7578,2022-08-02 21:27:04.276000+00:00,0 days 00:06:19.855000,214,2022,8
7577,2022-08-02 21:36:55.820000+00:00,0 days 00:09:51.544000,214,2022,8
7576,2022-08-02 21:37:48.271000+00:00,0 days 00:00:52.451000,214,2022,8
7575,2022-08-02 21:41:22.721000+00:00,0 days 00:03:34.450000,214,2022,8
7574,2022-08-02 21:41:53.736000+00:00,0 days 00:00:31.015000,214,2022,8
7573,2022-08-02 21:42:35.701000+00:00,0 days 00:00:41.965000,214,2022,8
7572,2022-08-03 09:23:25.653000+00:00,0 days 11:40:49.952000,215,2022,8
7571,2022-08-03 09:25:27.281000+00:00,0 days 00:02:01.628000,215,2022,8
7570,2022-08-03 09:27:30.045000+00:00,0 days 00:02:02.764000,215,2022,8
7569,2022-08-03 10:42:04.620000+00:00,0 days 01:14:34.575000,215,2022,8
7568,2022-08-03 16:23:36.983000+00:00,0 days 05:41:32.363000,215,2022,8
7567,2022-08-03 16:27:55.460000+00:00,0 days 00:04:18.477000,215,2022,8
7566,2022-08-03 16:30:14.045000+00:00,0 days 00:02:18.585000,215,2022,8
7565,2022-08-03 16:36:55.160000+00:00,0 days 00:06:41.115000,215,2022,8
7564,2022-08-03 17:35:48.009000+00:00,0 days 00:58:52.849000,215,2022,8
7563,2022-08-03 17:36:15.289000+00:00,0 days 00:00:27.280000,215,2022,8
7562,2022-08-03 17:36:57.262000+00:00,0 days 00:00:41.973000,215,2022,8
7561,2022-08-03 22:49:27.607000+00:00,0 days 05:12:30.345000,215,2022,8
